time,10m,20m,30m,40m,50m,60m,70m,80m,90m,100m,110m,120m,130m,140m,150m,160m,170m,180m
74960,2.09,2.722,3.106,3.405,3.7525,4.1,4.3365,4.573,4.788,5.003,5.2005,5.398,5.539,5.68,5.77,5.86,5.944,6.028
74970,1.978,2.426,3.034,3.364,3.7785,4.193,4.435,4.677,4.9055,5.134,5.325,5.516,5.6515,5.787,5.8965,6.006,6.1315,6.257
74980,2.108,2.637,3.001,3.284,3.6345,3.985,4.283,4.581,4.8195,5.058,5.2435,5.429,5.565,5.701,5.793,5.885,5.9785,6.072
74990,2.125,2.573,3.083,3.646,4.0115,4.377,4.708,5.039,5.342,5.645,5.8245,6.004,6.118,6.232,6.288,6.344,6.458,6.572
75000,2.307,2.743,3.262,3.756,4.2415,4.727,5.1295,5.532,5.8295,6.127,6.319,6.511,6.6045,6.698,6.7635,6.829,6.914,6.999
75010,1.745,2.512,2.871,3.29,3.707,4.124,4.477,4.83,5.1315,5.433,5.678,5.923,6.142,6.361,6.487,6.613,6.7525,6.892
75020,1.414,2.276,2.696,2.975,3.234,3.493,3.849,4.205,4.4945,4.784,5.161,5.538,5.7925,6.047,6.2055,6.364,6.482,6.6
75030,1.876,2.724,3.306,3.625,3.987,4.349,4.6745,5,5.306,5.612,5.8795,6.147,6.31,6.473,6.617,6.761,6.883,7.005
75040,2.134,3.099,3.669,3.983,4.3585,4.734,5.1135,5.493,5.879,6.265,6.575,6.885,7.0985,7.312,7.4,7.488,7.568,7.648
75050,2.065,3.243,3.985,4.48,4.846,5.212,5.5945,5.977,6.371,6.765,7.091,7.417,7.597,7.777,7.909,8.041,8.118,8.195
75060,2.191,3.251,3.94,4.272,4.793,5.314,5.7195,6.125,6.632,7.139,7.431,7.723,7.797,7.871,8.0185,8.166,8.2725,8.379
75070,2.018,2.963,3.709,4.089,4.6585,5.228,5.773,6.318,6.7575,7.197,7.51,7.823,7.982,8.141,8.264,8.387,8.466,8.545
75080,2.678,3.828,4.461,4.806,5.2195,5.633,5.9675,6.302,6.6285,6.955,7.2485,7.542,7.7475,7.953,8.099,8.245,8.333,8.421
75090,2.593,3.735,4.379,4.82,5.242,5.664,5.9955,6.327,6.7595,7.192,7.4425,7.693,7.8075,7.922,8.041,8.16,8.289,8.418
75100,3.661,5.243,5.921,6.416,7.219,8.022,8.9505,9.879,10.59,11.301,11.6145,11.928,12.2595,12.591,12.7155,12.84,13.0175,13.195
75110,3.772,4.899,5.952,6.682,7.361,8.04,8.772,9.504,10.415,11.326,11.906,12.486,12.6915,12.897,13.074,13.251,13.392,13.533
75120,3.772,5.031,6.227,6.734,7.5755,8.417,9.3745,10.332,11.2545,12.177,12.5495,12.922,13.079,13.236,13.334,13.432,13.598,13.764
75130,3.772,5.109,6.123,6.871,7.651,8.431,9.18,9.929,10.811,11.693,12.168,12.643,12.816,12.989,13.1255,13.262,13.456,13.65
75140,3.772,5.11,5.75,6.561,7.3175,8.074,8.815,9.556,10.4445,11.333,11.783,12.233,12.3955,12.558,12.7875,13.017,13.368,13.719
75150,3.772,5.094,5.833,6.725,7.3365,7.948,8.7255,9.503,10.394,11.285,11.772,12.259,12.703,13.147,13.414,13.681,13.912,14.143
75160,2.744,4.851,5.893,6.636,7.423,8.21,9.06,9.91,10.731,11.552,12.0445,12.537,12.8225,13.108,13.306,13.504,13.6075,13.711
75170,2.745,4.176,4.987,5.917,6.706,7.495,8.42,9.345,10.4605,11.576,11.979,12.382,12.5965,12.811,12.921,13.031,13.1115,13.192
75180,2.556,4.018,5.023,5.325,6.2245,7.124,7.796,8.468,9.544,10.62,11.4875,12.355,12.738,13.121,13.219,13.317,13.38,13.443
75190,2.578,4.043,4.957,5.771,6.439,7.107,7.872,8.637,9.651,10.665,11.573,12.481,12.838,13.195,13.3025,13.41,13.555,13.7
75200,2.989,4.369,5.397,6.165,6.8305,7.496,8.155,8.814,9.585,10.356,11.2285,12.101,12.4575,12.814,13.1215,13.429,13.5765,13.724
75210,3.015,4.372,5.351,6.06,6.7715,7.483,8.106,8.729,9.5175,10.306,10.8045,11.303,11.623,11.943,12.0245,12.106,12.4255,12.745
75220,3.015,4.339,5.487,6.08,6.8035,7.527,8.2175,8.908,9.678,10.448,10.9885,11.529,11.7915,12.054,12.2455,12.437,12.728,13.019
75230,3.323,4.623,5.632,5.875,6.7565,7.638,8.089,8.54,8.991,9.442,9.8175,10.193,10.405,10.617,10.787,10.957,11.236,11.515
75240,3.323,4.681,5.336,6.195,6.614,7.033,7.5545,8.076,8.5105,8.945,9.4995,10.054,10.332,10.61,10.8045,10.999,11.2455,11.492
75250,3.369,4.615,5.435,6.19,6.6635,7.137,7.6495,8.162,8.6445,9.127,9.5085,9.89,10.1785,10.467,10.6015,10.736,10.875,11.014
75260,3.369,4.364,5.162,5.95,6.4375,6.925,7.335,7.745,8.301,8.857,9.321,9.785,9.9945,10.204,10.2815,10.359,10.63,10.901
75270,3.292,4.543,5.023,5.403,5.922,6.441,7.0005,7.56,8.3045,9.049,9.5765,10.104,10.3195,10.535,10.636,10.737,11.0745,11.412
75280,2.933,4.06,4.877,5.197,5.9065,6.616,7.1485,7.681,8.3325,8.984,9.32,9.656,9.7695,9.883,9.9615,10.04,10.367,10.694
75290,2.936,4.069,4.828,5.311,5.7865,6.262,6.7975,7.333,7.905,8.477,9.2105,9.944,10.474,11.004,11.11,11.216,11.305,11.394
75300,2.936,4.438,5.109,5.416,5.7395,6.063,6.55,7.037,7.566,8.095,8.7505,9.406,10.169,10.932,11.322,11.712,11.7875,11.863
75310,2.936,4.147,4.848,5.339,5.6175,5.896,6.16,6.424,6.902,7.38,7.9705,8.561,9.4245,10.288,10.9165,11.545,11.6965,11.848
75320,3.077,4.112,4.708,4.879,5.2225,5.566,5.7545,5.943,6.3865,6.83,7.235,7.64,8.322,9.004,9.7545,10.505,10.957,11.409
75330,2.672,3.446,4.045,4.459,4.5495,4.64,4.946,5.252,5.5135,5.775,6.145,6.515,6.7935,7.072,7.3965,7.721,8.101,8.481
75340,2.788,3.626,4.2,4.679,4.8765,5.074,5.2435,5.413,5.542,5.671,5.776,5.881,6.0845,6.288,6.525,6.762,7.0335,7.305
75350,3.705,5.15,5.629,5.971,6.029,6.087,6.179,6.271,6.3765,6.482,6.6325,6.783,6.896,7.009,7.188,7.367,7.5475,7.728
75360,3.705,5.194,5.659,6.097,6.221,6.345,6.519,6.693,6.873,7.053,7.1875,7.322,7.4565,7.591,7.702,7.813,7.9515,8.09
75370,3.968,4.708,5.706,6.348,6.549,6.75,6.896,7.042,7.1045,7.167,7.289,7.411,7.5345,7.658,7.762,7.866,8.049,8.232
75380,5.609,6.943,7.732,8.315,8.9325,9.55,9.702,9.854,9.977,10.1,10.257,10.414,10.5715,10.729,10.82,10.911,10.9885,11.066
75390,5.55,6.646,7.472,8.576,8.8675,9.159,9.5025,9.846,10.0195,10.193,10.3525,10.512,10.586,10.66,10.7685,10.877,10.942,11.007
75400,5.075,7.169,8.177,8.715,9.3135,9.912,10.3485,10.785,10.933,11.081,11.158,11.235,11.483,11.731,11.8235,11.916,12.0035,12.091
75410,5.776,7.522,7.873,8.739,9.174,9.609,9.8775,10.146,10.501,10.856,11.0085,11.161,11.3475,11.534,11.6455,11.757,11.8685,11.98
75420,4.616,6.188,6.94,7.671,8.0855,8.5,8.7885,9.077,9.4045,9.732,10.0535,10.375,10.62,10.865,10.9915,11.118,11.2425,11.367
75430,6.44,7.323,8.379,9.148,9.837,10.526,10.822,11.118,11.5615,12.005,12.082,12.159,12.3705,12.582,12.758,12.934,13.0405,13.147
75440,6.431,8.088,9.131,9.81,10.5695,11.329,11.626,11.923,12.2105,12.498,12.592,12.686,12.8105,12.935,13.041,13.147,13.222,13.297
75450,6.125,7.196,8.378,8.599,9.3705,10.142,10.6045,11.067,11.213,11.359,11.4645,11.57,11.7,11.83,11.952,12.074,12.1245,12.175
75460,4.44,5.976,6.798,7.233,7.65,8.067,8.3915,8.716,8.987,9.258,9.599,9.94,10.107,10.274,10.346,10.418,10.522,10.626
75470,5.543,6.719,7.843,8.541,8.971,9.401,9.966,10.531,10.6785,10.826,10.983,11.14,11.294,11.448,11.5025,11.557,11.632,11.707
75480,5.756,7.441,8.184,8.68,9.5255,10.371,10.7965,11.222,11.4845,11.747,11.856,11.965,12.0475,12.13,12.261,12.392,12.4575,12.523
75490,5.85,6.89,7.794,8.455,8.851,9.247,9.576,9.905,10.108,10.311,10.4385,10.566,10.7805,10.995,11.1765,11.358,11.5015,11.645
75500,4.451,5.883,6.696,7.216,7.57,7.924,8.2815,8.639,8.9715,9.304,9.5745,9.845,10.0175,10.19,10.4095,10.629,10.718,10.807
75510,4.713,5.946,6.411,7.526,8.022,8.518,9.049,9.58,9.9245,10.269,10.4565,10.644,10.768,10.892,11.097,11.302,11.366,11.43
75520,4.833,5.99,6.756,7.432,7.9155,8.399,8.7745,9.15,9.4685,9.787,10.088,10.389,10.593,10.797,10.908,11.019,11.237,11.455
75530,4.277,5.273,6.138,6.5,6.821,7.142,7.692,8.242,8.6485,9.055,9.3035,9.552,9.802,10.052,10.247,10.442,10.56,10.678
75540,4.384,5.484,6.361,6.76,7.3445,7.929,8.272,8.615,8.8475,9.08,9.21,9.34,9.5215,9.703,9.7695,9.836,10.111,10.386
75550,3.409,3.946,4.731,5.414,5.9295,6.445,6.906,7.367,7.72,8.073,8.435,8.797,8.9925,9.188,9.278,9.368,9.536,9.704
75560,3.615,4.636,5.421,6.367,6.6795,6.992,7.3015,7.611,7.8405,8.07,8.406,8.742,8.96,9.178,9.377,9.576,9.6765,9.777
75570,4.707,5.756,6.697,7.164,7.618,8.072,8.376,8.68,8.847,9.014,9.2835,9.553,9.7435,9.934,10.164,10.394,10.5635,10.733
75580,4.411,5.082,5.712,6.016,6.566,7.116,7.51,7.904,8.2465,8.589,8.87,9.151,9.484,9.817,10.025,10.233,10.4255,10.618
75590,3.483,4.967,5.543,6.138,6.692,7.246,7.5625,7.879,8.1935,8.508,8.7995,9.091,9.3575,9.624,9.7385,9.853,9.966,10.079
75600,3.928,4.738,5.439,6.071,6.6125,7.154,7.6635,8.173,8.569,8.965,9.183,9.401,9.635,9.869,9.979,10.089,10.2195,10.35
75610,3.237,4.073,4.735,5.014,5.564,6.114,6.444,6.774,7.054,7.334,7.634,7.934,8.206,8.478,8.682,8.886,9.0495,9.213
75620,3.106,4.124,4.643,5.082,5.7995,6.517,6.9555,7.394,7.827,8.26,8.541,8.822,9.036,9.25,9.374,9.498,9.6965,9.895
75630,3.72,4.686,5.323,5.905,6.3205,6.736,7.1125,7.489,7.819,8.149,8.46,8.771,8.9865,9.202,9.416,9.63,9.7195,9.809
75640,3.342,4.556,5.211,5.42,6.049,6.678,7.085,7.492,7.907,8.322,8.587,8.852,9.172,9.492,9.7105,9.929,9.989,10.049
75650,3.863,5.128,5.589,6.108,6.674,7.24,7.7045,8.169,8.53,8.891,9.2275,9.564,9.85,10.136,10.3195,10.503,10.5625,10.622
75660,3.613,4.468,5.346,6.069,6.563,7.057,7.5475,8.038,8.467,8.896,9.2655,9.635,9.903,10.171,10.3265,10.482,10.546,10.61
75670,2.896,3.971,4.871,5.596,6.2835,6.971,7.38,7.789,8.2345,8.68,9.1175,9.555,9.782,10.009,10.319,10.629,10.7775,10.926
75680,3.282,4.424,5.243,5.796,6.49,7.184,7.627,8.07,8.4785,8.887,9.2515,9.616,9.8815,10.147,10.3845,10.622,10.892,11.162
75690,3.257,3.973,4.673,5.444,6.22,6.996,7.5545,8.113,8.5845,9.056,9.431,9.806,10.0485,10.291,10.568,10.845,11.0005,11.156
75700,3.196,4.424,5.38,5.881,6.505,7.129,7.6255,8.122,8.641,9.16,9.515,9.87,10.0225,10.175,10.5885,11.002,11.072,11.142
75710,3.441,4.403,5.196,5.959,6.588,7.217,7.908,8.599,9.0755,9.552,9.8405,10.129,10.3515,10.574,10.947,11.32,11.531,11.742
75720,3.21,4.076,4.445,4.782,5.3175,5.853,6.34,6.827,7.205,7.583,7.8465,8.11,8.293,8.476,8.686,8.896,9.693,10.49
75730,2.63,3.114,3.465,4.247,4.517,4.787,5.2495,5.712,6.0865,6.461,6.7225,6.984,7.1645,7.345,7.542,7.739,7.916,8.093
75740,2.162,3.337,3.795,3.916,4.1505,4.385,4.697,5.009,5.386,5.763,6.0795,6.396,6.6245,6.853,7.0055,7.158,7.403,7.648
75750,2.724,3.068,3.312,3.639,3.74,3.841,4.1325,4.424,4.7325,5.041,5.333,5.625,5.8885,6.152,6.442,6.732,6.9545,7.177
75760,2.213,2.672,3.029,3.364,3.4955,3.627,3.818,4.009,4.325,4.641,4.795,4.949,5.1695,5.39,5.6835,5.977,6.265,6.553
75770,2.536,3.275,3.456,3.793,3.8605,3.928,4.129,4.33,4.605,4.88,5.0805,5.281,5.643,6.005,6.2585,6.512,6.789,7.066
75780,2.98,3.579,3.876,4.081,4.1885,4.296,4.4055,4.515,4.652,4.789,4.8475,4.906,5.162,5.418,5.6805,5.943,6.0815,6.22
75790,2.743,3.407,4.11,4.48,4.837,5.194,5.457,5.72,5.9565,6.193,6.4085,6.624,6.7385,6.853,6.954,7.055,7.1205,7.186
75800,2.618,3.323,3.947,4.479,4.7805,5.082,5.332,5.582,5.8605,6.139,6.3555,6.572,6.7975,7.023,7.145,7.267,7.353,7.439
75810,1.513,2.196,2.778,3.099,3.595,4.091,4.318,4.545,4.7035,4.862,4.996,5.13,5.2905,5.451,5.716,5.981,6.172,6.363
75820,1.55,2.157,2.714,3.233,3.666,4.099,4.3475,4.596,4.8005,5.005,5.1775,5.35,5.504,5.658,5.851,6.044,6.1855,6.327
75830,1.69,2.477,3.135,3.814,4.576,5.338,5.7175,6.097,6.3665,6.636,6.8785,7.121,7.2085,7.296,7.565,7.834,7.9305,8.027
75840,1.64,2.46,3.126,3.746,4.3675,4.989,5.398,5.807,6.1745,6.542,6.8685,7.195,7.4135,7.632,7.8,7.968,8.0375,8.107
75850,1.664,2.545,3.188,3.843,4.5085,5.174,5.577,5.98,6.353,6.726,7.09,7.454,7.761,8.068,8.2445,8.421,8.5405,8.66
75860,1.912,2.756,3.49,4.071,4.804,5.537,5.96,6.383,6.7575,7.132,7.5355,7.939,8.2125,8.486,8.6885,8.891,8.994,9.097
75870,1.679,2.491,3.219,4.076,4.8805,5.685,6.124,6.563,6.954,7.345,7.7385,8.132,8.359,8.586,8.8315,9.077,9.141,9.205
75880,1.593,2.305,2.985,3.644,4.402,5.16,5.627,6.094,6.4875,6.881,7.232,7.583,7.908,8.233,8.434,8.635,8.751,8.867
75890,1.62,2.359,3.056,3.687,4.3925,5.098,5.507,5.916,6.2945,6.673,7.0455,7.418,7.7005,7.983,8.1975,8.412,8.5735,8.735
75900,1.677,2.467,3.09,3.816,4.4745,5.133,5.496,5.859,6.2505,6.642,7.07,7.498,7.773,8.048,8.2575,8.467,8.647,8.827
75910,1.588,2.265,3.225,3.869,4.552,5.235,5.536,5.837,6.1975,6.558,6.991,7.424,7.7255,8.027,8.2555,8.484,8.689,8.894
75920,1.705,2.675,3.496,4.317,5.2265,6.136,6.697,7.258,7.688,8.118,8.4935,8.869,9.0765,9.284,9.424,9.564,9.679,9.794
75930,1.651,2.766,3.635,4.548,5.447,6.346,6.913,7.48,7.919,8.358,8.7445,9.131,9.391,9.651,9.8105,9.97,10.09,10.21
75940,1.877,3.054,4.057,5.138,6.043,6.948,7.571,8.194,8.5835,8.973,9.2965,9.62,9.864,10.108,10.316,10.524,10.641,10.758
75950,2.14,3.414,4.469,5.441,6.247,7.053,7.652,8.251,8.6545,9.058,9.446,9.834,10.0855,10.337,10.507,10.677,10.756,10.835
75960,2.031,3.229,4.296,5.142,6.181,7.22,7.8585,8.497,8.8915,9.286,9.6045,9.923,10.221,10.519,10.7185,10.918,11.0295,11.141
75970,1.784,2.993,4.298,5.307,6.3665,7.426,7.923,8.42,8.8065,9.193,9.5805,9.968,10.287,10.606,10.8465,11.087,11.227,11.367
75980,1.848,3.082,4.244,5.113,6.309,7.505,8.023,8.541,8.963,9.385,9.7935,10.202,10.495,10.788,10.985,11.182,11.266,11.35
75990,1.852,2.988,4.112,5.119,6.119,7.119,7.6735,8.228,8.5285,8.829,9.111,9.393,9.621,9.849,10.1125,10.376,10.6595,10.943
76000,2.358,3.455,4.461,5.203,6.049,6.895,7.564,8.233,8.562,8.891,9.101,9.311,9.466,9.621,9.7675,9.914,10.134,10.354
76010,2.103,3.17,4.067,4.789,5.465,6.141,6.7565,7.372,7.806,8.24,8.5215,8.803,9.0855,9.368,9.59,9.812,9.995,10.178
76020,2.212,3.267,4.185,4.885,5.617,6.349,6.9385,7.528,7.9425,8.357,8.579,8.801,8.9915,9.182,9.334,9.486,9.595,9.704
76030,2.29,3.291,4.165,4.918,5.552,6.186,6.7685,7.351,7.709,8.067,8.318,8.569,8.7835,8.998,9.1455,9.293,9.4055,9.518
76040,2.289,3.387,4.292,5.014,5.6565,6.299,6.9105,7.522,7.8955,8.269,8.522,8.775,8.959,9.143,9.2805,9.418,9.4855,9.553
76050,2.123,3.059,3.813,4.774,5.346,5.918,6.4895,7.061,7.5205,7.98,8.331,8.682,8.98,9.278,9.472,9.666,9.7285,9.791
76060,2.227,3.379,4.42,4.851,5.59,6.329,6.923,7.517,7.956,8.395,8.684,8.973,9.2265,9.48,9.6625,9.845,9.965,10.085
76070,1.51,2.199,3.114,3.672,4.39,5.108,5.701,6.294,6.6025,6.911,7.1505,7.39,7.624,7.858,8.071,8.284,8.4275,8.571
76080,1.623,2.645,3.53,4.18,4.831,5.482,6.0385,6.595,6.9845,7.374,7.625,7.876,8.0295,8.183,8.326,8.469,8.586,8.703
76090,1.369,2.286,3.101,3.841,4.498,5.155,5.778,6.401,6.72,7.039,7.247,7.455,7.5965,7.738,7.867,7.996,8.113,8.23
76100,1.297,2.223,3.014,3.585,4.3275,5.07,5.544,6.018,6.248,6.478,6.6845,6.891,7.1695,7.448,7.7425,8.037,8.177,8.317
76110,1.285,2.196,3.089,3.728,4.3705,5.013,5.2785,5.544,5.788,6.032,6.281,6.53,6.7815,7.033,7.3005,7.568,7.722,7.876
76120,1.49,2.475,3.442,4.161,4.8545,5.548,5.7605,5.973,6.1885,6.404,6.612,6.82,7.0735,7.327,7.516,7.705,7.82,7.935
76130,1.68,2.783,3.786,4.563,5.395,6.227,6.3635,6.5,6.6725,6.845,7.068,7.291,7.511,7.731,7.885,8.039,8.106,8.173
76140,1.726,2.824,3.934,4.651,5.636,6.621,6.732,6.843,6.969,7.095,7.2625,7.43,7.5945,7.759,7.8845,8.01,8.0965,8.183
76150,2.018,3.023,4.119,4.952,5.866,6.78,7.079,7.378,7.501,7.624,7.7865,7.949,8.2005,8.452,8.752,9.052,9.4185,9.785
76160,2.036,3.15,4.346,5.27,6.113,6.956,7.172,7.388,7.544,7.7,7.9015,8.103,8.3735,8.644,8.9635,9.283,9.5885,9.894
76170,2.454,3.926,5.005,5.802,6.5875,7.373,7.577,7.781,7.976,8.171,8.389,8.607,8.912,9.217,9.4455,9.674,10.038,10.402
76180,2.379,3.841,4.831,5.785,6.64,7.495,7.892,8.289,8.5615,8.834,9.1205,9.407,9.643,9.879,10.058,10.237,10.5015,10.766
76190,2.532,3.918,5.16,6.194,7.031,7.868,8.305,8.742,9.068,9.394,9.6245,9.855,10.1225,10.39,10.579,10.768,10.9715,11.175
76200,2.748,4.302,5.67,6.393,7.458,8.523,9.007,9.491,9.8605,10.23,10.5005,10.771,10.9415,11.112,11.292,11.472,11.736,12
76210,2.369,3.543,4.308,5.458,6.357,7.256,8.0205,8.785,9.177,9.569,9.9005,10.232,10.4555,10.679,10.7965,10.914,11.05,11.186
76220,1.882,2.796,3.681,4.381,5.077,5.773,6.535,7.297,7.7645,8.232,8.599,8.966,9.263,9.56,9.742,9.924,10.0335,10.143
76230,1.969,3.09,3.878,4.605,5.3415,6.078,6.788,7.498,7.9085,8.319,8.655,8.991,9.265,9.539,9.7785,10.018,10.2895,10.561
76240,2.276,3.329,4.439,5.324,6.244,7.164,7.7345,8.305,8.5625,8.82,9.0155,9.211,9.4795,9.748,10.1795,10.611,11.0275,11.444
76250,2.23,3.031,4.156,4.936,5.8185,6.701,7.1105,7.52,7.728,7.936,8.1365,8.337,8.5705,8.804,9.1745,9.545,10.049,10.553
76260,2.331,3.799,4.809,5.53,6.2555,6.981,7.504,8.027,8.252,8.477,8.6715,8.866,9.054,9.242,9.508,9.774,10.198,10.622
76270,2.249,3.254,3.96,5.025,5.8175,6.61,7.154,7.698,7.9845,8.271,8.456,8.641,8.78,8.919,9.0845,9.25,9.654,10.058
76280,2.317,3.259,4.047,4.675,5.3405,6.006,6.6245,7.243,7.6925,8.142,8.393,8.644,8.8455,9.047,9.2,9.353,9.6505,9.948
76290,2.313,3.263,4.173,4.941,5.654,6.367,6.968,7.569,8.0135,8.458,8.706,8.954,9.151,9.348,9.514,9.68,9.797,9.914
76300,2.225,3.241,3.928,4.778,5.525,6.272,6.9015,7.531,8.052,8.573,8.887,9.201,9.4335,9.666,9.8425,10.019,10.0795,10.14
76310,2.798,3.9,4.695,5.517,6.234,6.951,7.6045,8.258,8.6715,9.085,9.387,9.689,9.885,10.081,10.2485,10.416,10.5475,10.679
76320,2.368,3.645,4.694,5.541,6.346,7.151,7.743,8.335,8.746,9.157,9.3855,9.614,9.7505,9.887,10.0045,10.122,10.2225,10.323
76330,2.754,4.198,5.153,5.779,6.598,7.417,8.032,8.647,8.9855,9.324,9.5655,9.807,9.9185,10.03,10.1035,10.177,10.241,10.305
76340,3.032,4.058,5.359,6.164,7.007,7.85,8.356,8.862,9.2095,9.557,9.8165,10.076,10.298,10.52,10.6445,10.769,10.852,10.935
76350,2.796,4.072,5.073,5.766,6.485,7.204,7.835,8.466,8.8375,9.209,9.441,9.673,9.8775,10.082,10.2235,10.365,10.4765,10.588
76360,2.279,3.639,4.665,5.302,6.053,6.804,7.3475,7.891,8.1725,8.454,8.656,8.858,9.0335,9.209,9.357,9.505,9.635,9.765
76370,1.65,2.657,3.449,4.115,4.763,5.411,5.909,6.407,6.731,7.055,7.3575,7.66,7.921,8.182,8.438,8.694,8.9015,9.109
76380,1.939,2.817,3.582,4.232,4.9675,5.703,6.249,6.795,7.0835,7.372,7.622,7.872,8.097,8.322,8.5455,8.769,9.0075,9.246
76390,2.297,3.296,4.321,5.177,5.8195,6.462,7.058,7.654,8.0935,8.533,8.839,9.145,9.4395,9.734,10.0005,10.267,10.5045,10.742
76400,2.491,3.538,4.416,5.288,5.893,6.498,6.9835,7.469,7.932,8.395,8.7215,9.048,9.2985,9.549,9.739,9.929,10.122,10.315
76410,2.237,3.29,3.824,4.584,5.0055,5.427,5.9405,6.454,6.8775,7.301,7.6985,8.096,8.433,8.77,9.028,9.286,9.467,9.648
76420,2.666,4.101,4.939,5.224,5.729,6.234,6.613,6.992,7.3,7.608,8.071,8.534,8.816,9.098,9.294,9.49,9.671,9.852
76430,3.377,4.686,5.34,5.919,6.429,6.939,7.2535,7.568,7.914,8.26,8.5445,8.829,9.101,9.373,9.5845,9.796,9.9895,10.183
