time,10m,20m,30m,40m,50m,60m,70m,80m,90m,100m,110m,120m,130m,140m,150m,160m,170m,180m
42890,2.748,4.117,5.3,6.087,6.654,7.221,7.6875,8.154,8.487,8.82,9.389,9.958,10.584,11.21,11.7335,12.257,12.3705,12.484
42900,3.503,5.62,6.616,7.093,7.698,8.303,8.764,9.225,9.6925,10.16,10.729,11.298,11.7855,12.273,12.708,13.143,13.2575,13.372
42910,3.555,5.262,6.177,6.927,7.6375,8.348,8.8515,9.355,9.797,10.239,10.727,11.215,11.784,12.353,12.8225,13.292,13.349,13.406
42920,3.555,4.887,6.128,6.473,7.087,7.701,8.2125,8.724,9.339,9.954,10.4935,11.033,11.693,12.353,12.812,13.271,13.375,13.479
42930,3.555,5.302,6.506,6.911,7.7255,8.54,9.049,9.558,9.993,10.428,10.9985,11.569,12.129,12.689,13.1105,13.532,13.619,13.706
42940,3.555,5.333,6.298,7.404,7.92,8.436,9.0115,9.587,10.247,10.907,11.551,12.195,12.8405,13.486,13.99,14.494,14.6035,14.713
42950,3.555,5.299,6.675,7.451,8.0285,8.606,9.16,9.714,10.3415,10.969,11.6535,12.338,13.068,13.798,14.198,14.598,14.6895,14.781
42960,3.555,6.034,7.14,7.799,8.398,8.997,9.5095,10.022,10.6205,11.219,11.869,12.519,13.0745,13.63,14.204,14.778,14.898,15.018
42970,3.555,5.536,6.571,7.528,8.0365,8.545,9.1585,9.772,10.391,11.01,11.693,12.376,13.043,13.71,14.373,15.036,15.118,15.2
42980,4.221,5.83,7.176,7.593,8.0745,8.556,8.8435,9.131,9.6125,10.094,10.5485,11.003,11.574,12.145,12.583,13.021,13.096,13.171
42990,4.221,5.904,6.842,7.344,7.8915,8.439,8.777,9.115,9.549,9.983,10.3355,10.688,11.1475,11.607,12.259,12.911,13.0355,13.16
43000,4.36,5.464,6.549,6.933,7.462,7.991,8.296,8.601,8.7575,8.914,9.275,9.636,9.9675,10.299,10.8165,11.334,11.8045,12.275
43010,4.36,6.007,7.115,7.42,7.678,7.936,8.064,8.192,8.413,8.634,8.712,8.79,9.0275,9.265,9.774,10.283,10.844,11.405
43020,4.36,5.656,6.498,6.946,7.342,7.738,7.94,8.142,8.2965,8.451,8.571,8.691,8.898,9.105,9.548,9.991,10.5645,11.138
43030,4.36,5.724,6.853,7.305,7.5895,7.874,8.1955,8.517,8.597,8.677,8.7555,8.834,8.903,8.972,9.138,9.304,9.6245,9.945
43040,4.36,4.498,5.449,5.74,6.3485,6.957,7.0815,7.206,7.3335,7.461,7.5185,7.576,7.6935,7.811,7.9205,8.03,8.105,8.18
43050,4.1,4.541,4.77,5.326,5.456,5.586,5.9275,6.269,6.519,6.769,7.0465,7.324,7.494,7.664,7.7475,7.831,7.9045,7.978
43060,3.856,4.801,5.667,5.811,6.1895,6.568,6.8195,7.071,7.255,7.439,7.5665,7.694,7.7775,7.861,7.9115,7.962,8.0235,8.085
43070,3.499,4.081,4.845,5.419,5.5165,5.614,5.9055,6.197,6.387,6.577,6.8885,7.2,7.4205,7.641,7.7095,7.778,7.8315,7.885
43080,3.15,4.087,4.52,4.804,5.3045,5.805,6.2,6.595,6.714,6.833,6.961,7.089,7.258,7.427,7.5365,7.646,7.7725,7.899
43090,2.937,3.851,4.804,5.215,5.643,6.071,6.343,6.615,6.7585,6.902,7.017,7.132,7.234,7.336,7.467,7.598,7.7235,7.849
43100,3.739,4.259,4.436,4.785,5.301,5.817,6.0325,6.248,6.484,6.72,6.91,7.1,7.3025,7.505,7.628,7.751,7.977,8.203
43110,2.572,3.074,3.689,4.026,4.296,4.566,4.7775,4.989,5.2085,5.428,5.5305,5.633,5.8,5.967,6.0935,6.22,6.3075,6.395
43120,2.197,3.033,3.713,4.102,4.4965,4.891,5.215,5.539,5.808,6.077,6.267,6.457,6.656,6.855,7.029,7.203,7.2765,7.35
43130,2.554,3.695,4.49,5.127,5.4085,5.69,5.8505,6.011,6.1855,6.36,6.5315,6.703,6.919,7.135,7.3195,7.504,7.6675,7.831
43140,2.519,3.578,4.272,4.672,4.9975,5.323,5.4815,5.64,5.878,6.116,6.3805,6.645,6.784,6.923,7.0515,7.18,7.4055,7.631
43150,2.104,2.95,3.937,4.269,4.5645,4.86,5.1135,5.367,5.5885,5.81,6.031,6.252,6.6065,6.961,7.158,7.355,7.518,7.681
43160,2.192,3.138,3.753,4.014,4.261,4.508,4.81,5.112,5.3875,5.663,5.901,6.139,6.328,6.517,6.876,7.235,7.581,7.927
43170,1.914,2.747,3.398,3.685,3.9545,4.224,4.5735,4.923,5.1745,5.426,5.6945,5.963,6.142,6.321,6.6635,7.006,7.427,7.848
43180,2.161,2.933,3.564,4.162,4.4795,4.797,4.9865,5.176,5.429,5.682,5.8635,6.045,6.248,6.451,6.662,6.873,7.147,7.421
43190,2.219,3.424,4.094,4.619,5.086,5.553,5.739,5.925,6.0685,6.212,6.3325,6.453,6.582,6.711,6.937,7.163,7.3665,7.57
43200,2.221,3.268,3.988,4.613,4.961,5.309,5.5265,5.744,5.9195,6.095,6.305,6.515,6.7445,6.974,7.2835,7.593,7.943,8.293
43210,2.113,3.157,3.967,4.348,4.7915,5.235,5.5405,5.846,6.0785,6.311,6.511,6.711,6.8825,7.054,7.337,7.62,7.7965,7.973
43220,2.242,3.362,4.219,4.626,5.166,5.706,6.0235,6.341,6.6015,6.862,7.0445,7.227,7.339,7.451,7.588,7.725,7.7845,7.844
43230,2.342,3.233,4.032,4.732,5.2345,5.737,6.048,6.359,6.6485,6.938,7.2015,7.465,7.6845,7.904,8.118,8.332,8.439,8.546
43240,2.299,3.217,3.966,4.559,5.084,5.609,5.9965,6.384,6.7335,7.083,7.4495,7.816,8.1205,8.425,8.6365,8.848,8.924,9
43250,3.161,4.251,5.472,6.312,7.1515,7.991,8.561,9.131,9.641,10.151,10.5815,11.012,11.547,12.082,12.4275,12.773,12.8345,12.896
43260,3.294,4.148,5.353,6.483,7.2635,8.044,8.634,9.224,9.7315,10.239,10.6885,11.138,11.492,11.846,12.184,12.522,12.586,12.65
43270,3.087,4.449,5.879,6.666,7.3555,8.045,8.582,9.119,9.6155,10.112,10.5995,11.087,11.485,11.883,12.128,12.373,12.456,12.539
43280,3.044,4.476,5.679,6.356,7.096,7.836,8.2705,8.705,9.2685,9.832,10.448,11.064,11.538,12.012,12.2185,12.425,12.5855,12.746
43290,3.341,4.733,5.631,6.774,7.438,8.102,8.7,9.298,9.895,10.492,11.06,11.628,12.0885,12.549,12.768,12.987,13.127,13.267
43300,3.341,4.387,5.493,6.553,7.373,8.193,8.7525,9.312,9.7995,10.287,10.9295,11.572,12.0225,12.473,12.649,12.825,12.909,12.993
43310,3.032,4.29,5.443,6.215,7.0545,7.894,8.453,9.012,9.494,9.976,10.672,11.368,11.965,12.562,12.7925,13.023,13.0825,13.142
43320,3.208,4.537,5.471,5.914,6.631,7.348,7.916,8.484,8.99,9.496,10.196,10.896,11.6145,12.333,12.864,13.395,13.532,13.669
43330,3.365,4.27,5.669,6.396,7.0305,7.665,8.12,8.575,8.9575,9.34,9.8435,10.347,11.0045,11.662,12.22,12.778,13.0095,13.241
43340,3.884,5.215,6.043,6.431,6.963,7.495,7.8785,8.262,8.6585,9.055,9.5315,10.008,10.6785,11.349,11.9045,12.46,12.549,12.638
43350,4.57,6.122,7.073,7.864,8.1925,8.521,8.903,9.285,9.5685,9.852,10.135,10.418,10.736,11.054,11.4715,11.889,12.1365,12.384
43360,4.838,6.229,7.104,7.771,8.063,8.355,8.6735,8.992,9.1505,9.309,9.477,9.645,9.8365,10.028,10.467,10.906,11.373,11.84
43370,4.591,5.985,6.756,7.852,8.0265,8.201,8.5455,8.89,9.1655,9.441,9.584,9.727,9.888,10.049,10.212,10.375,10.6755,10.976
43380,4.371,5.976,6.602,7.117,7.2745,7.432,7.6375,7.843,8.033,8.223,8.4005,8.578,8.797,9.016,9.187,9.358,9.5685,9.779
43390,4.371,6.361,7.231,7.916,8.032,8.148,8.259,8.37,8.578,8.786,8.918,9.05,9.1955,9.341,9.459,9.577,9.6455,9.714
43400,4.371,5.72,6.822,7.422,7.58,7.738,7.891,8.044,8.2765,8.509,8.637,8.765,8.9075,9.05,9.1665,9.283,9.3685,9.454
43410,4.371,5.858,7.249,7.38,7.7225,8.065,8.2585,8.452,8.5435,8.635,8.881,9.127,9.201,9.275,9.353,9.431,9.4995,9.568
43420,4.984,6.521,7.474,7.834,8.228,8.622,8.9195,9.217,9.42,9.623,9.738,9.853,9.927,10.001,10.0555,10.11,10.1665,10.223
43430,5.446,6.652,7.61,8.096,8.459,8.822,9.0725,9.323,9.431,9.539,9.753,9.967,10.214,10.461,10.58,10.699,10.7495,10.8
43440,4.928,5.918,6.839,7.405,7.694,7.983,8.183,8.383,8.7275,9.072,9.2955,9.519,9.6285,9.738,9.8665,9.995,10.184,10.373
43450,4.685,6.045,6.839,7.286,7.695,8.104,8.477,8.85,8.971,9.092,9.229,9.366,9.435,9.504,9.5755,9.647,9.712,9.777
43460,3.61,4.78,5.381,6.01,6.374,6.738,6.963,7.188,7.4385,7.689,7.8295,7.97,8.101,8.232,8.475,8.718,8.905,9.092
43470,3.61,5.722,6.92,7.73,8.1335,8.537,8.7515,8.966,9.0205,9.075,9.144,9.213,9.367,9.521,9.696,9.871,9.9565,10.042
43480,3.61,5.119,5.606,6.44,6.8755,7.311,7.6595,8.008,8.1355,8.263,8.3715,8.48,8.604,8.728,8.839,8.95,9.252,9.554
43490,3.671,4.4,5.131,5.829,6.3165,6.804,7.0165,7.229,7.298,7.367,7.6305,7.894,8.123,8.352,8.4435,8.535,8.6695,8.804
43500,3.707,4.178,4.744,5.191,5.4,5.609,5.822,6.035,6.249,6.463,6.7855,7.108,7.2355,7.363,7.614,7.865,8.0285,8.192
43510,3.467,4.263,4.631,5.17,5.356,5.542,5.966,6.39,6.6745,6.959,7.15,7.341,7.5435,7.746,7.8655,7.985,8.166,8.347
43520,3.914,4.714,5.141,5.487,5.939,6.391,6.7345,7.078,7.3045,7.531,7.719,7.907,8.087,8.267,8.453,8.639,8.7075,8.776
43530,3.293,4.259,5.389,5.897,6.4435,6.99,7.3445,7.699,8.0615,8.424,8.4815,8.539,8.742,8.945,9.131,9.317,9.4595,9.602
43540,3.702,4.721,5.443,6.205,6.527,6.849,7.3025,7.756,8.0795,8.403,8.625,8.847,9.0915,9.336,9.464,9.592,9.735,9.878
43550,3.102,4.123,4.687,5.045,5.6265,6.208,6.634,7.06,7.289,7.518,7.761,8.004,8.2105,8.417,8.642,8.867,9.0585,9.25
43560,3.076,3.873,4.479,5.106,5.4585,5.811,6.3165,6.822,7.178,7.534,7.739,7.944,8.138,8.332,8.5755,8.819,8.992,9.165
43570,3.482,4.163,4.775,5.3,6.0805,6.861,7.2705,7.68,8.02,8.36,8.6275,8.895,9.152,9.409,9.5755,9.742,9.889,10.036
43580,3.584,4.857,5.391,5.936,6.489,7.042,7.408,7.774,8.087,8.4,8.7085,9.017,9.2305,9.444,9.6305,9.817,9.9845,10.152
43590,3.054,3.835,4.679,4.957,5.4865,6.016,6.594,7.172,7.4605,7.749,8.185,8.621,8.9565,9.292,9.5655,9.839,10.0685,10.298
43600,3.182,4.08,4.88,5.327,5.758,6.189,6.5805,6.972,7.3365,7.701,7.993,8.285,8.508,8.731,8.9845,9.238,9.4,9.562
43610,2.874,3.669,4.403,4.962,5.4045,5.847,6.322,6.797,7.262,7.727,8.0325,8.338,8.698,9.058,9.3755,9.693,9.933,10.173
43620,3.181,3.981,4.802,5.38,5.898,6.416,6.8955,7.375,7.7635,8.152,8.5255,8.899,9.207,9.515,9.7285,9.942,10.2095,10.477
43630,3.102,3.949,4.604,5.088,5.6665,6.245,6.6985,7.152,7.596,8.04,8.4465,8.853,9.2,9.547,9.799,10.051,10.2885,10.526
43640,2.584,3.546,4.418,4.755,5.233,5.711,6.2475,6.784,7.2225,7.661,8.1,8.539,8.867,9.195,9.4505,9.706,9.9225,10.139
43650,2.719,3.784,4.634,5.104,5.741,6.378,6.7835,7.189,7.6145,8.04,8.49,8.94,9.2455,9.551,9.785,10.019,10.2885,10.558
43660,3.103,4.123,5.035,5.656,6.2425,6.829,7.285,7.741,8.178,8.615,9.014,9.413,9.6895,9.966,10.166,10.366,10.6165,10.867
43670,2.963,3.889,4.467,4.78,5.478,6.176,6.7265,7.277,7.719,8.161,8.573,8.985,9.2955,9.606,9.7855,9.965,10.1625,10.36
43680,2.819,3.769,4.611,5.134,5.8085,6.483,6.9895,7.496,7.8775,8.259,8.608,8.957,9.262,9.567,9.7665,9.966,10.1825,10.399
43690,3.065,4.087,4.943,5.297,5.9965,6.696,7.2025,7.709,8.1615,8.614,8.909,9.204,9.4875,9.771,9.956,10.141,10.35,10.559
43700,2.795,4.003,4.758,5.363,5.982,6.601,7.0845,7.568,7.941,8.314,8.695,9.076,9.3245,9.573,9.7945,10.016,10.1925,10.369
43710,2.741,3.521,4.299,4.83,5.405,5.98,6.5005,7.021,7.4845,7.948,8.427,8.906,9.2485,9.591,9.82,10.049,10.223,10.397
43720,2.761,3.883,4.603,5.109,5.5085,5.908,6.4725,7.037,7.5955,8.154,8.6795,9.205,9.4875,9.77,9.9435,10.117,10.3145,10.512
43730,2.757,3.974,4.739,5.636,6.046,6.456,6.953,7.45,7.9555,8.461,8.8255,9.19,9.44,9.69,9.8645,10.039,10.2475,10.456
43740,2.494,3.663,4.444,5.109,5.7145,6.32,6.746,7.172,7.587,8.002,8.378,8.754,9.0845,9.415,9.5955,9.776,10.02,10.264
43750,2.619,3.941,5.138,5.97,6.443,6.916,7.2345,7.553,8.0325,8.512,8.9055,9.299,9.5525,9.806,9.978,10.15,10.32,10.49
43760,2.811,3.775,4.744,5.198,5.7305,6.263,6.637,7.011,7.371,7.731,8.1415,8.552,8.875,9.198,9.5115,9.825,10.033,10.241
43770,2.658,3.777,4.614,5.079,5.652,6.225,6.6605,7.096,7.4835,7.871,8.1775,8.484,8.7045,8.925,9.1705,9.416,9.6365,9.857
43780,2.85,4.033,4.976,5.532,6.23,6.928,7.499,8.07,8.4335,8.797,9.073,9.349,9.495,9.641,9.7085,9.776,9.9175,10.059
43790,2.664,3.855,4.874,5.784,6.428,7.072,7.601,8.13,8.676,9.222,9.7175,10.213,10.5055,10.798,10.956,11.114,11.5065,11.899
43800,2.452,3.775,4.792,5.523,6.264,7.005,7.6905,8.376,9.072,9.768,10.501,11.234,11.7935,12.353,12.7005,13.048,13.18,13.312
43810,2.647,3.883,4.724,5.354,6.164,6.974,7.75,8.526,9.4255,10.325,10.9995,11.674,12.001,12.328,12.6595,12.991,13.137,13.283
43820,2.504,3.561,4.573,5.056,5.8255,6.595,7.2275,7.86,8.5285,9.197,9.9885,10.78,11.174,11.568,11.9,12.232,12.511,12.79
43830,2.887,4.259,5.109,5.772,6.3055,6.839,7.409,7.979,8.6235,9.268,9.8525,10.437,10.8165,11.196,11.3955,11.595,11.8145,12.034
43840,2.653,4.207,5.223,5.952,6.67,7.388,8.025,8.662,9.371,10.08,10.724,11.368,11.664,11.96,12.1325,12.305,12.461,12.617
43850,2.873,4.797,6.058,6.96,7.536,8.112,8.6405,9.169,9.757,10.345,11.091,11.837,12.1805,12.524,12.6705,12.817,12.88,12.943
43860,3.312,4.488,5.504,6.002,6.5825,7.163,7.654,8.145,8.678,9.211,9.824,10.437,11.124,11.811,12.367,12.923,13.055,13.187
43870,2.934,4.272,5.072,5.699,6.066,6.433,6.8155,7.198,7.5705,7.943,8.3915,8.84,9.633,10.426,11.2535,12.081,12.1905,12.3
43880,2.934,4.16,5.044,5.627,5.943,6.259,6.6395,7.02,7.44,7.86,8.2375,8.615,9.2535,9.892,10.734,11.576,11.7755,11.975
43890,3.31,4.901,5.512,5.618,5.926,6.234,6.534,6.834,7.215,7.596,8.1155,8.635,9.521,10.407,11.019,11.631,11.732,11.833
43900,2.949,4.035,4.817,5.392,5.5705,5.749,6.0865,6.424,6.827,7.23,7.64,8.05,8.849,9.648,10.3985,11.149,11.2925,11.436
43910,3.024,4.115,4.661,5.056,5.2455,5.435,5.7055,5.976,6.377,6.778,7.232,7.686,8.2265,8.767,9.377,9.987,10.469,10.951
43920,2.877,4.314,4.779,5.479,5.64,5.801,5.9885,6.176,6.4085,6.641,6.974,7.307,7.7365,8.166,8.6335,9.101,9.8,10.499
43930,2.877,4.092,4.865,5.472,5.854,6.236,6.387,6.538,6.7135,6.889,7.1715,7.454,7.79,8.126,8.5845,9.043,9.5955,10.148
43940,4.16,5.185,5.929,6.082,6.371,6.66,6.7395,6.819,6.982,7.145,7.354,7.563,7.7445,7.926,8.1515,8.377,8.567,8.757
43950,5.501,6.638,7.25,7.742,8.197,8.652,8.8415,9.031,9.265,9.499,9.6565,9.814,9.9835,10.153,10.274,10.395,10.484,10.573
43960,4.288,5.457,6.353,6.523,6.834,7.145,7.4525,7.76,7.866,7.972,8.177,8.382,8.4655,8.549,8.636,8.723,8.811,8.899
43970,3.929,4.56,5.253,6.047,6.272,6.497,6.668,6.839,6.9715,7.104,7.1855,7.267,7.426,7.585,7.9545,8.324,8.377,8.43
43980,3.913,4.694,5.561,5.847,6.0705,6.294,6.6635,7.033,7.337,7.641,7.842,8.043,8.1785,8.314,8.398,8.482,8.6045,8.727
43990,3.714,4.513,4.913,5.454,5.7995,6.145,6.412,6.679,6.875,7.071,7.222,7.373,7.4775,7.582,7.678,7.774,7.872,7.97
44000,3.338,3.899,4.471,5.046,5.4425,5.839,6.0405,6.242,6.379,6.516,6.8575,7.199,7.406,7.613,7.713,7.813,7.898,7.983
44010,4.372,4.784,5.258,5.932,6.1635,6.395,6.76,7.125,7.457,7.789,7.981,8.173,8.2905,8.408,8.669,8.93,9.059,9.188
44020,3.511,4.298,4.58,4.999,5.2285,5.458,5.753,6.048,6.405,6.762,6.932,7.102,7.422,7.742,7.8725,8.003,8.1535,8.304
44030,2.647,3.279,3.74,3.929,4.1965,4.464,4.7545,5.045,5.309,5.573,5.7915,6.01,6.175,6.34,6.4655,6.591,6.7935,6.996
44040,3.317,3.933,4.507,4.72,5.0235,5.327,5.5635,5.8,5.93,6.06,6.1415,6.223,6.3145,6.406,6.565,6.724,6.9125,7.101
44050,2.692,3.665,4.147,4.456,4.8935,5.331,5.49,5.649,5.8105,5.972,6.137,6.302,6.388,6.474,6.661,6.848,6.994,7.14
44060,2.117,2.998,3.508,3.83,4.0955,4.361,4.6245,4.888,5.133,5.378,5.548,5.718,5.8555,5.993,6.137,6.281,6.413,6.545
44070,2.653,3.341,3.955,4.285,4.5485,4.812,5.105,5.398,5.6875,5.977,6.1695,6.362,6.558,6.754,6.8855,7.017,7.1125,7.208
44080,2.565,3.374,3.87,4.307,4.628,4.949,5.237,5.525,5.717,5.909,6.0915,6.274,6.4675,6.661,6.8185,6.976,7.182,7.388
44090,2.388,3.064,3.61,4.008,4.298,4.588,4.917,5.246,5.495,5.744,5.9435,6.143,6.361,6.579,6.789,6.999,7.099,7.199
44100,1.804,2.878,3.489,3.94,4.1475,4.355,4.558,4.761,4.9865,5.212,5.3715,5.531,5.704,5.877,6.0135,6.15,6.2985,6.447
44110,1.966,3.251,3.871,4.001,4.4495,4.898,5.146,5.394,5.644,5.894,6.117,6.34,6.5165,6.693,6.7895,6.886,7.002,7.118
44120,1.833,2.867,3.636,3.855,4.1095,4.364,4.658,4.952,5.222,5.492,5.692,5.892,6.06,6.228,6.404,6.58,6.7165,6.853
44130,1.783,2.822,3.747,4.255,4.486,4.717,4.9525,5.188,5.446,5.704,5.93,6.156,6.365,6.574,6.771,6.968,7.1835,7.399
44140,1.755,2.67,3.293,3.794,4.1945,4.595,4.8225,5.05,5.341,5.632,5.8515,6.071,6.294,6.517,6.692,6.867,7.0355,7.204
44150,2.036,2.964,3.717,4.374,4.7035,5.033,5.2895,5.546,5.762,5.978,6.2565,6.535,6.723,6.911,7.059,7.207,7.328,7.449
44160,1.956,3.237,3.885,4.341,4.8165,5.292,5.5,5.708,6.037,6.366,6.6425,6.919,7.1405,7.362,7.647,7.932,8.2205,8.509
44170,2.091,3.013,3.635,4.161,4.5425,4.924,5.161,5.398,5.6935,5.989,6.2325,6.476,6.6795,6.883,7.0875,7.292,7.5045,7.717
44180,2.163,3.246,4.094,4.532,4.791,5.05,5.2935,5.537,5.801,6.065,6.3275,6.59,6.856,7.122,7.3035,7.485,7.5915,7.698
44190,2.101,3.363,4.091,4.436,4.84,5.244,5.535,5.826,6.082,6.338,6.6095,6.881,7.093,7.305,7.5525,7.8,8.033,8.266
44200,2.142,3.363,4.214,4.556,5.0095,5.463,5.736,6.009,6.3325,6.656,6.941,7.226,7.5015,7.777,7.9705,8.164,8.3225,8.481
44210,2.245,3.4,4.351,4.773,5.2515,5.73,6.052,6.374,6.6645,6.955,7.171,7.387,7.586,7.785,7.979,8.173,8.2645,8.356
44220,2.242,3.233,4.083,4.558,4.9895,5.421,5.754,6.087,6.6165,7.146,7.507,7.868,8.0885,8.309,8.483,8.657,8.7255,8.794
44230,1.776,2.664,3.348,3.863,4.3255,4.788,5.199,5.61,6.022,6.434,6.737,7.04,7.22,7.4,7.526,7.652,7.7415,7.831
44240,1.671,2.835,3.522,3.959,4.332,4.705,5.077,5.449,5.8055,6.162,6.414,6.666,6.8765,7.087,7.2465,7.406,7.519,7.632
44250,1.598,2.692,3.343,3.739,4.178,4.617,4.9865,5.356,5.692,6.028,6.2135,6.399,6.4535,6.508,6.689,6.87,7.0365,7.203
44260,1.662,2.577,3.331,3.739,4.1815,4.624,5.06,5.496,5.8205,6.145,6.35,6.555,6.755,6.955,7.0925,7.23,7.354,7.478
44270,1.485,2.761,3.347,3.824,4.305,4.786,5.2095,5.633,5.957,6.281,6.5065,6.732,6.8645,6.997,7.1645,7.332,7.425,7.518
44280,1.348,1.797,2.044,2.367,2.5415,2.716,2.8435,2.971,3.1155,3.26,3.379,3.498,3.5875,3.677,3.757,3.837,3.8895,3.942
44290,1.357,1.834,2.343,2.714,3.026,3.338,3.51,3.682,3.7555,3.829,3.899,3.969,4.037,4.105,4.156,4.207,4.265,4.323
44300,1.452,1.953,2.501,2.939,3.1785,3.418,3.5525,3.687,3.7665,3.846,3.9165,3.987,4.061,4.135,4.212,4.289,4.347,4.405
44310,0.913,1.525,1.735,1.941,2.1265,2.312,2.3925,2.473,2.534,2.595,2.6785,2.762,2.8695,2.977,3.13,3.283,3.3455,3.408
44320,0.826,1.186,1.564,1.785,2.0615,2.338,2.499,2.66,2.7965,2.933,3.0635,3.194,3.3035,3.413,3.464,3.515,3.5805,3.646
44330,0.976,1.403,1.773,2.013,2.203,2.393,2.4945,2.596,2.694,2.792,2.855,2.918,2.9725,3.027,3.0875,3.148,3.2275,3.307
44340,1.866,2.397,2.583,2.758,2.9325,3.107,3.234,3.361,3.463,3.565,3.634,3.703,3.7555,3.808,3.883,3.958,4.019,4.08
44350,1.273,1.825,2.138,2.434,2.659,2.884,3.0105,3.137,3.2375,3.338,3.421,3.504,3.5735,3.643,3.75,3.857,3.9395,4.022
44360,1.254,1.615,2.058,2.277,2.555,2.833,2.9955,3.158,3.274,3.39,3.505,3.62,3.744,3.868,4.0215,4.175,4.249,4.323
44370,0.992,1.297,1.85,2.159,2.548,2.937,3.079,3.221,3.3225,3.424,3.523,3.622,3.713,3.804,3.949,4.094,4.178,4.262
44380,1.445,2.308,2.96,3.467,3.8155,4.164,4.374,4.584,4.8195,5.055,5.3055,5.556,5.8485,6.141,6.416,6.691,6.7705,6.85
44390,0.979,1.572,2.311,2.825,3.2185,3.612,3.845,4.078,4.2995,4.521,4.7925,5.064,5.348,5.632,5.8055,5.979,6.0435,6.108
44400,0.926,1.383,1.915,2.377,2.812,3.247,3.4515,3.656,3.9195,4.183,4.5345,4.886,5.2615,5.637,5.8375,6.038,6.1345,6.231
44410,1.077,2.047,2.699,3.221,3.911,4.601,4.998,5.395,5.468,5.541,5.597,5.653,5.7275,5.802,5.905,6.008,6.173,6.338
44420,1.141,2.141,2.878,3.582,4.4185,5.255,5.414,5.573,5.6495,5.726,5.829,5.932,6.018,6.104,6.185,6.266,6.3535,6.441
44430,1.551,2.671,3.629,4.49,5.162,5.834,5.9435,6.053,6.2055,6.358,6.4255,6.493,6.572,6.651,6.802,6.953,7.115,7.277
44440,1.658,2.909,3.839,4.835,5.5335,6.232,6.43,6.628,6.738,6.848,6.979,7.11,7.3225,7.535,7.706,7.877,7.9495,8.022
44450,0.972,2.099,3.099,3.902,4.651,5.4,5.5955,5.791,6.058,6.325,6.44,6.555,6.67,6.785,6.929,7.073,7.2195,7.366
44460,1.819,2.153,2.34,2.471,2.719,2.967,3.3495,3.732,4.0705,4.409,4.782,5.155,5.3155,5.476,5.549,5.622,5.7055,5.789
44470,2.371,2.651,2.996,3.208,3.332,3.456,3.669,3.882,4.1315,4.381,4.8815,5.382,5.6175,5.853,5.9205,5.988,6.0595,6.131
44480,2.736,3.133,3.337,3.567,3.619,3.671,3.734,3.797,3.9645,4.132,4.4645,4.797,5.312,5.827,6.127,6.427,6.571,6.715
44490,2.184,2.618,3.127,3.258,3.3785,3.499,3.6625,3.826,4.071,4.316,4.6345,4.953,5.374,5.795,6.147,6.499,6.6115,6.724
44500,2.272,2.59,2.837,3.039,3.1345,3.23,3.355,3.48,3.6545,3.829,4.013,4.197,4.423,4.649,4.8385,5.028,5.2485,5.469
44510,2.413,3.458,3.822,4.144,4.28,4.416,4.568,4.72,4.8,4.88,4.9605,5.041,5.1325,5.224,5.28,5.336,5.444,5.552
44520,1.985,2.829,3.195,3.435,3.649,3.863,3.9375,4.012,4.164,4.316,4.4515,4.587,4.7025,4.818,4.967,5.116,5.218,5.32
44530,1.498,2.06,2.343,2.664,2.9685,3.273,3.5415,3.81,4.081,4.352,4.6365,4.921,5.157,5.393,5.5445,5.696,5.7695,5.843
44540,1.067,1.325,1.694,1.946,2.1685,2.391,2.5825,2.774,2.998,3.222,3.556,3.89,4.2575,4.625,4.832,5.039,5.0915,5.144
44550,1.448,2.176,2.534,2.96,3.342,3.724,3.8875,4.051,4.155,4.259,4.355,4.451,4.584,4.717,4.843,4.969,5.07,5.171
44560,1.538,2.234,2.82,3.158,3.6305,4.103,4.3955,4.688,4.7805,4.873,5.041,5.209,5.307,5.405,5.522,5.639,5.739,5.839
44570,1.462,2.13,2.549,2.853,3.3075,3.762,4.0195,4.277,4.404,4.531,4.59,4.649,4.721,4.793,4.8935,4.994,5.087,5.18
44580,1.126,1.714,2.082,2.396,2.7225,3.049,3.3065,3.564,3.7085,3.853,3.9575,4.062,4.166,4.27,4.368,4.466,4.593,4.72
44590,1.014,1.538,1.972,2.219,2.5755,2.932,3.172,3.412,3.52,3.628,3.732,3.836,3.9195,4.003,4.0915,4.18,4.3795,4.579
44600,1.209,2.016,2.455,2.745,3.006,3.267,3.4505,3.634,3.7395,3.845,3.949,4.053,4.1665,4.28,4.3765,4.473,4.564,4.655
44610,1.074,1.727,2.211,2.589,2.8885,3.188,3.356,3.524,3.6555,3.787,3.899,4.011,4.13,4.249,4.353,4.457,4.5755,4.694
44620,1.269,2.172,2.613,2.835,2.993,3.151,3.225,3.299,3.391,3.483,3.5745,3.666,3.7805,3.895,3.9805,4.066,4.146,4.226
44630,1.138,2.011,2.398,2.614,2.811,3.008,3.1565,3.305,3.461,3.617,3.7455,3.874,4.045,4.216,4.3405,4.465,4.623,4.781
44640,1.216,2.024,2.606,2.936,3.1925,3.449,3.583,3.717,3.88,4.043,4.1605,4.278,4.387,4.496,4.6615,4.827,4.9795,5.132
44650,1.347,2.31,2.796,3.08,3.379,3.678,3.7875,3.897,4.061,4.225,4.4595,4.694,4.876,5.058,5.2585,5.459,5.631,5.803
